customer,month,mrr
Customer 199,2025-03,434.07
Customer 200,2025-03,301.14
Customer 201,2025-03,1535.08
Customer 203,2025-03,1214.14
Customer 204,2025-03,2110.42
Customer 205,2025-03,808.68
Customer 206,2025-03,1605.01
Customer 207,2025-03,1231.17
Customer 209,2025-03,849.31
Customer 210,2025-03,4171.35
Customer 211,2025-03,3034.2
Customer 212,2025-03,6723.06
Customer 213,2025-03,7699.11
Customer 214,2025-03,6457.42
Customer 215,2025-03,5817.24
Customer 216,2025-03,1306.01
Customer 217,2025-03,2501.85
Customer 218,2025-03,1334.35
Customer 219,2025-03,1508.11
Customer 220,2025-03,5090.57
Customer 221,2025-03,1334.55
Customer 222,2025-03,11125.56
Customer 223,2025-03,926.09
Customer 224,2025-03,7497.0
Customer 225,2025-03,7506.95
Customer 226,2025-03,4379.8
Customer 227,2025-03,1459.58
Customer 228,2025-03,1689.57
Customer 229,2025-03,8044.5
Customer 230,2025-03,292.52
Customer 231,2025-03,1538.62
Customer 232,2025-03,2141.55
Customer 233,2025-03,1328.8
Customer 234,2025-03,844.26
Customer 235,2025-03,1939.44
Customer 236,2025-03,3936.95
Customer 237,2025-03,2803.87
Customer 238,2025-03,701.26
Customer 239,2025-03,2980.68
Customer 240,2025-03,1644.15
Customer 241,2025-03,3272.65
Customer 242,2025-03,2328.33
Customer 243,2025-03,2010.07
Customer 244,2025-03,656.53
Customer 245,2025-03,14178.65
Customer 246,2025-03,2250.22
Customer 247,2025-03,864.82
Customer 248,2025-03,15349.88
Customer 249,2025-03,26213.34
Customer 250,2025-03,3372.88
Customer 251,2025-03,1327.52
Customer 252,2025-03,941.79
Customer 253,2025-03,3741.97
Customer 254,2025-03,4964.58
Customer 255,2025-03,2542.54
Customer 256,2025-03,24905.35
Customer 257,2025-03,7518.92
Customer 258,2025-03,600.38
Customer 259,2025-03,19380.1
Customer 260,2025-03,1361.46
Customer 261,2025-03,1890.26
Customer 262,2025-03,2719.04
Customer 263,2025-03,1140.72
Customer 264,2025-03,2495.74
Customer 265,2025-03,1666.82
Customer 266,2025-03,2478.03
Customer 267,2025-03,4780.78
Customer 268,2025-03,1823.23
Customer 269,2025-03,9130.24
Customer 270,2025-03,576.07
Customer 271,2025-03,1579.34
Customer 272,2025-03,2538.49
Customer 273,2025-03,1216.23
Customer 274,2025-03,14842.66
Customer 275,2025-03,872.02
Customer 276,2025-03,2701.69
Customer 277,2025-03,3763.71
Customer 278,2025-03,5596.24
Customer 279,2025-03,900.74
Customer 280,2025-03,1429.52
Customer 281,2025-03,929.29
Customer 282,2025-03,2121.72
Customer 284,2025-03,7186.26
Customer 285,2025-03,1662.46
Customer 286,2025-03,2074.7
Customer 287,2025-03,2879.35
Customer 288,2025-03,1964.96
Customer 289,2025-03,715.36
Customer 290,2025-03,1141.88
Customer 291,2025-03,1310.17
Customer 292,2025-03,2201.42
Customer 293,2025-03,2373.78
Customer 294,2025-03,1226.74
Customer 295,2025-03,1478.66
Customer 296,2025-03,745.44
Customer 297,2025-03,1356.5
Customer 298,2025-03,4405.73
Customer 299,2025-03,16695.02
Customer 300,2025-03,1781.19
Customer 301,2025-03,5849.0
Customer 302,2025-03,866.22
Customer 303,2025-03,2602.27
Customer 304,2025-03,568.69
Customer 305,2025-03,3023.18
Customer 306,2025-03,1806.07
Customer 307,2025-03,664.38
Customer 308,2025-03,8445.54
Customer 309,2025-03,2976.23
Customer 310,2025-03,1166.69
Customer 311,2025-03,4548.27
Customer 312,2025-03,1735.57
Customer 313,2025-03,758.03
Customer 314,2025-03,2401.31
Customer 315,2025-03,720.74
Customer 316,2025-03,1061.0
Customer 317,2025-03,3094.16
Customer 318,2025-03,2030.97
Customer 319,2025-03,23235.45
Customer 320,2025-03,666.16
Customer 321,2025-03,709.72
Customer 322,2025-03,3712.56
Customer 323,2025-03,1042.3
Customer 324,2025-03,3430.14
Customer 325,2025-03,486.76
Customer 326,2025-03,4872.6
Customer 327,2025-03,5138.16
Customer 328,2025-03,1781.89
Customer 329,2025-03,3678.66
Customer 330,2025-03,4916.16
Customer 331,2025-03,5188.8
Customer 332,2025-03,974.68
Customer 333,2025-03,477.69
Customer 334,2025-03,3156.13
Customer 335,2025-03,4116.74
Customer 336,2025-03,1285.4
Customer 337,2025-03,1073.22
Customer 338,2025-03,2780.31
Customer 339,2025-03,1446.23
Customer 340,2025-03,2603.8
Customer 341,2025-03,1697.16
Customer 342,2025-03,907.72
Customer 343,2025-03,6374.32
Customer 344,2025-03,1013.18
Customer 345,2025-03,1437.41
Customer 346,2025-03,1341.25
Customer 347,2025-03,2136.89
Customer 348,2025-03,3487.67
Customer 001,2025-04,594.58
Customer 002,2025-04,848.98
Customer 003,2025-04,994.84
Customer 004,2025-04,2155.75
Customer 005,2025-04,4157.84
Customer 006,2025-04,3773.04
Customer 007,2025-04,1696.8
Customer 008,2025-04,3376.68
Customer 009,2025-04,1184.24
Customer 010,2025-04,1173.31
Customer 011,2025-04,2472.42
Customer 012,2025-04,1357.85
Customer 013,2025-04,4500.85
Customer 014,2025-04,1436.27
Customer 015,2025-04,3630.6
Customer 016,2025-04,6424.4
Customer 017,2025-04,2450.78
Customer 019,2025-04,950.0
Customer 020,2025-04,4621.22
Customer 021,2025-04,1382.47
Customer 022,2025-04,1283.6
Customer 023,2025-04,1322.91
Customer 024,2025-04,8622.6
Customer 025,2025-04,1972.38
Customer 026,2025-04,3612.22
Customer 027,2025-04,4549.95
Customer 028,2025-04,4255.12
Customer 029,2025-04,1651.2
Customer 030,2025-04,6444.07
Customer 031,2025-04,980.29
Customer 032,2025-04,816.16
Customer 033,2025-04,166.79
Customer 034,2025-04,8048.22
Customer 035,2025-04,11661.02
Customer 036,2025-04,4713.11
Customer 037,2025-04,1487.74
Customer 038,2025-04,877.47
Customer 039,2025-04,834.7
Customer 040,2025-04,3040.73
Customer 041,2025-04,31417.07
Customer 042,2025-04,461.08
Customer 043,2025-04,794.86
Customer 044,2025-04,5291.85
Customer 045,2025-04,1036.26
Customer 046,2025-04,1263.19
Customer 047,2025-04,7018.08
Customer 048,2025-04,10618.87
Customer 049,2025-04,24578.62
Customer 050,2025-04,1224.51
Customer 051,2025-04,7742.92
Customer 052,2025-04,1406.48
Customer 053,2025-04,1430.8
Customer 054,2025-04,4728.98
Customer 055,2025-04,1807.79
Customer 056,2025-04,1723.94
Customer 057,2025-04,766.37
Customer 058,2025-04,1616.37
Customer 059,2025-04,3270.04
Customer 060,2025-04,2594.6
Customer 061,2025-04,515.96
Customer 062,2025-04,7504.25
Customer 063,2025-04,2114.42
Customer 064,2025-04,461.17
Customer 065,2025-04,5831.26
Customer 066,2025-04,971.82
Customer 067,2025-04,5007.65
Customer 068,2025-04,1146.84
Customer 069,2025-04,1278.47
Customer 070,2025-04,2722.9
Customer 072,2025-04,802.18
Customer 073,2025-04,3112.77
Customer 074,2025-04,763.3
Customer 075,2025-04,2253.18
Customer 076,2025-04,2610.85
Customer 077,2025-04,3310.57
Customer 078,2025-04,2563.16
Customer 079,2025-04,9013.95
Customer 080,2025-04,2861.68
Customer 082,2025-04,1045.88
Customer 083,2025-04,1015.24
Customer 085,2025-04,3147.56
Customer 086,2025-04,832.54
Customer 087,2025-04,5154.55
Customer 088,2025-04,1656.65
Customer 089,2025-04,1874.37
Customer 090,2025-04,1460.85
Customer 091,2025-04,2009.96
Customer 092,2025-04,915.97
Customer 093,2025-04,1864.44
Customer 094,2025-04,801.86
Customer 095,2025-04,1366.24
Customer 096,2025-04,2454.24
Customer 097,2025-04,705.97
Customer 098,2025-04,3633.03
Customer 099,2025-04,1260.74
Customer 100,2025-04,4900.49
Customer 101,2025-04,2036.01
Customer 102,2025-04,746.74
Customer 103,2025-04,750.82
Customer 104,2025-04,3399.49
Customer 105,2025-04,4519.86
Customer 106,2025-04,860.81
Customer 107,2025-04,1140.22
Customer 108,2025-04,1390.06
Customer 109,2025-04,521.67
Customer 110,2025-04,1141.72
Customer 111,2025-04,10979.0
Customer 112,2025-04,558.95
Customer 113,2025-04,2315.65
Customer 114,2025-04,3589.75
Customer 115,2025-04,774.58
Customer 116,2025-04,1544.11
Customer 117,2025-04,2004.13
Customer 118,2025-04,4606.45
Customer 119,2025-04,1071.32
Customer 120,2025-04,672.37
Customer 121,2025-04,886.55
Customer 122,2025-04,1063.44
Customer 123,2025-04,1590.14
Customer 124,2025-04,8347.84
Customer 125,2025-04,1973.69
Customer 126,2025-04,1923.07
Customer 127,2025-04,1450.22
Customer 128,2025-04,1121.83
Customer 129,2025-04,826.7
Customer 130,2025-04,446.34
Customer 131,2025-04,3306.85
Customer 132,2025-04,6018.73
Customer 133,2025-04,3161.65
Customer 134,2025-04,986.38
Customer 135,2025-04,2571.46
Customer 136,2025-04,1897.55
Customer 137,2025-04,2615.6
Customer 138,2025-04,2475.64
Customer 139,2025-04,2408.32
Customer 141,2025-04,1059.65
Customer 142,2025-04,3554.8
Customer 143,2025-04,320.23
Customer 144,2025-04,1567.61
Customer 145,2025-04,1106.54
Customer 146,2025-04,1135.01
Customer 147,2025-04,1898.17
Customer 148,2025-04,866.72
Customer 150,2025-04,10451.66
Customer 151,2025-04,1537.47
Customer 152,2025-04,16463.46
Customer 153,2025-04,585.11
Customer 154,2025-04,1273.58
Customer 155,2025-04,7737.66
Customer 156,2025-04,1734.42
Customer 157,2025-04,5234.13
Customer 158,2025-04,2129.39
Customer 159,2025-04,86.23
Customer 160,2025-04,906.51
Customer 161,2025-04,1074.74
Customer 162,2025-04,840.2
Customer 163,2025-04,707.35
Customer 164,2025-04,3178.89
Customer 165,2025-04,1380.9
Customer 166,2025-04,4870.18
Customer 167,2025-04,2699.47
Customer 168,2025-04,575.79
Customer 169,2025-04,1821.0
Customer 170,2025-04,717.4
Customer 171,2025-04,1186.64
Customer 172,2025-04,2939.02
Customer 173,2025-04,2453.28
Customer 174,2025-04,871.29
Customer 175,2025-04,34377.93
Customer 176,2025-04,817.29
Customer 178,2025-04,1170.36
Customer 179,2025-04,1236.16
Customer 180,2025-04,4736.55
Customer 181,2025-04,351.83
Customer 182,2025-04,6008.56
Customer 183,2025-04,7798.56
Customer 184,2025-04,3989.87
Customer 185,2025-04,4882.63
Customer 186,2025-04,1459.82
Customer 187,2025-04,790.07
Customer 188,2025-04,4081.73
Customer 189,2025-04,4861.36
Customer 190,2025-04,920.0
Customer 191,2025-04,756.28
Customer 192,2025-04,17144.81
Customer 193,2025-04,6792.02
Customer 194,2025-04,990.69
Customer 196,2025-04,1676.23
Customer 197,2025-04,11306.32
Customer 198,2025-04,2479.4
Customer 199,2025-04,434.07
Customer 200,2025-04,301.14
Customer 201,2025-04,1535.08
Customer 203,2025-04,1322.04
Customer 204,2025-04,2110.42
Customer 205,2025-04,808.68
Customer 206,2025-04,1605.01
Customer 207,2025-04,1231.17
Customer 209,2025-04,849.31
Customer 210,2025-04,3790.87
Customer 211,2025-04,3034.2
Customer 212,2025-04,5895.15
Customer 213,2025-04,7450.54
Customer 214,2025-04,6457.42
Customer 215,2025-04,5817.24
Customer 216,2025-04,1148.29
Customer 217,2025-04,2501.85
Customer 218,2025-04,1334.35
Customer 219,2025-04,1508.11
Customer 220,2025-04,5090.57
Customer 221,2025-04,1145.56
Customer 222,2025-04,11125.56
Customer 223,2025-04,926.09
Customer 224,2025-04,7497.0
Customer 225,2025-04,7506.95
Customer 226,2025-04,4379.8
Customer 227,2025-04,1459.58
Customer 228,2025-04,1689.57
Customer 229,2025-04,8044.5
Customer 230,2025-04,292.52
Customer 231,2025-04,1538.62
Customer 232,2025-04,2141.55
Customer 233,2025-04,1328.8
Customer 234,2025-04,844.26
Customer 235,2025-04,1939.44
Customer 236,2025-04,3936.95
Customer 237,2025-04,2803.87
Customer 238,2025-04,701.26
Customer 239,2025-04,2980.68
Customer 240,2025-04,1644.15
Customer 241,2025-04,3272.65
Customer 242,2025-04,2328.33
Customer 243,2025-04,1910.93
Customer 244,2025-04,656.53
Customer 245,2025-04,14178.65
Customer 246,2025-04,2539.4
Customer 247,2025-04,750.46
Customer 248,2025-04,16586.97
Customer 249,2025-04,26213.34
Customer 250,2025-04,3372.88
Customer 251,2025-04,1327.52
Customer 252,2025-04,941.79
Customer 253,2025-04,3741.97
Customer 254,2025-04,4964.58
Customer 255,2025-04,2542.54
Customer 256,2025-04,24905.35
Customer 257,2025-04,7518.92
Customer 258,2025-04,600.38
Customer 259,2025-04,19380.1
Customer 260,2025-04,1361.46
Customer 261,2025-04,1890.26
Customer 262,2025-04,2719.04
Customer 263,2025-04,1140.72
Customer 264,2025-04,2495.74
Customer 265,2025-04,1666.82
Customer 266,2025-04,2647.31
Customer 267,2025-04,4780.78
Customer 268,2025-04,1823.23
Customer 269,2025-04,9650.17
Customer 270,2025-04,576.07
Customer 271,2025-04,1579.34
Customer 272,2025-04,2538.49
Customer 273,2025-04,1216.23
Customer 274,2025-04,14842.66
Customer 275,2025-04,936.86
Customer 276,2025-04,2701.69
Customer 277,2025-04,4077.38
Customer 278,2025-04,5596.24
Customer 279,2025-04,900.74
Customer 280,2025-04,1429.52
Customer 281,2025-04,929.29
Customer 282,2025-04,2121.72
Customer 284,2025-04,7186.26
Customer 285,2025-04,1662.46
Customer 286,2025-04,2074.7
Customer 287,2025-04,3306.4
Customer 288,2025-04,2170.08
Customer 289,2025-04,740.75
Customer 290,2025-04,1141.88
Customer 291,2025-04,1310.17
Customer 292,2025-04,2331.02
Customer 293,2025-04,2373.78
Customer 294,2025-04,1372.97
Customer 295,2025-04,1386.04
Customer 296,2025-04,745.44
Customer 297,2025-04,1356.5
Customer 298,2025-04,4405.73
Customer 299,2025-04,17926.29
Customer 300,2025-04,1781.19
Customer 301,2025-04,5849.0
Customer 302,2025-04,866.22
Customer 303,2025-04,2602.27
Customer 304,2025-04,540.64
Customer 305,2025-04,3023.18
Customer 306,2025-04,1868.14
Customer 307,2025-04,664.38
Customer 308,2025-04,8445.54
Customer 309,2025-04,2976.23
Customer 310,2025-04,1166.69
Customer 311,2025-04,4548.27
Customer 312,2025-04,1735.57
Customer 313,2025-04,758.03
Customer 314,2025-04,2401.31
Customer 315,2025-04,720.74
Customer 316,2025-04,1061.0
Customer 317,2025-04,3094.16
Customer 318,2025-04,2030.97
Customer 319,2025-04,23235.45
Customer 320,2025-04,610.45
Customer 321,2025-04,709.72
Customer 322,2025-04,3712.56
Customer 323,2025-04,1128.52
Customer 324,2025-04,3430.14
Customer 325,2025-04,486.76
Customer 326,2025-04,4659.21
Customer 327,2025-04,5138.16
Customer 328,2025-04,1781.89
Customer 329,2025-04,3678.66
Customer 330,2025-04,5373.39
Customer 331,2025-04,5188.8
Customer 332,2025-04,974.68
Customer 333,2025-04,477.69
Customer 334,2025-04,3156.13
Customer 335,2025-04,3508.21
Customer 336,2025-04,1199.79
Customer 337,2025-04,1205.3
Customer 338,2025-04,2780.31
Customer 339,2025-04,1446.23
Customer 340,2025-04,2603.8
Customer 341,2025-04,1697.16
Customer 342,2025-04,907.72
Customer 343,2025-04,6374.32
Customer 344,2025-04,1059.14
Customer 345,2025-04,1437.41
Customer 346,2025-04,1514.62
Customer 347,2025-04,2445.08
Customer 348,2025-04,3312.44
Customer 001,2025-05,594.58
Customer 002,2025-05,848.98
Customer 003,2025-05,994.84
Customer 004,2025-05,2155.75
Customer 005,2025-05,4157.84
Customer 006,2025-05,3539.84
Customer 007,2025-05,1696.8
Customer 008,2025-05,3376.68
Customer 009,2025-05,1184.24
Customer 010,2025-05,1173.31
Customer 011,2025-05,2472.42
Customer 012,2025-05,1357.85
Customer 013,2025-05,4048.65
Customer 014,2025-05,1436.27
Customer 015,2025-05,3630.6
Customer 016,2025-05,6424.4
Customer 017,2025-05,2450.78
Customer 019,2025-05,950.0
Customer 020,2025-05,4621.22
Customer 021,2025-05,1382.47
Customer 022,2025-05,1283.6
Customer 023,2025-05,1322.91
Customer 024,2025-05,8622.6
Customer 025,2025-05,1972.38
Customer 026,2025-05,3750.26
Customer 027,2025-05,4549.95
Customer 028,2025-05,4255.12
Customer 029,2025-05,1651.2
Customer 030,2025-05,6444.07
Customer 031,2025-05,980.29
Customer 032,2025-05,816.16
Customer 034,2025-05,8048.22
Customer 035,2025-05,11661.02
Customer 036,2025-05,4713.11
Customer 037,2025-05,1367.22
Customer 038,2025-05,877.47
Customer 039,2025-05,834.7
Customer 040,2025-05,3040.73
Customer 041,2025-05,31417.07
Customer 042,2025-05,461.08
Customer 043,2025-05,794.86
Customer 044,2025-05,5291.85
Customer 045,2025-05,1004.61
Customer 046,2025-05,1263.19
Customer 047,2025-05,7018.08
Customer 048,2025-05,10618.87
Customer 049,2025-05,24578.62
Customer 050,2025-05,1224.51
Customer 051,2025-05,7742.92
Customer 052,2025-05,1406.48
Customer 053,2025-05,1430.8
Customer 054,2025-05,4728.98
Customer 055,2025-05,1807.79
Customer 056,2025-05,1604.66
Customer 057,2025-05,766.37
Customer 058,2025-05,1616.37
Customer 059,2025-05,3632.53
Customer 060,2025-05,2594.6
Customer 061,2025-05,586.17
Customer 062,2025-05,7504.25
Customer 063,2025-05,1898.2
Customer 064,2025-05,461.17
Customer 065,2025-05,5831.26
Customer 066,2025-05,971.82
Customer 067,2025-05,5007.65
Customer 068,2025-05,1146.84
Customer 069,2025-05,1278.47
Customer 070,2025-05,2968.53
Customer 072,2025-05,802.18
Customer 073,2025-05,3112.77
Customer 074,2025-05,763.3
Customer 075,2025-05,2091.08
Customer 076,2025-05,2610.85
Customer 077,2025-05,3310.57
Customer 078,2025-05,2563.16
Customer 079,2025-05,8496.98
Customer 080,2025-05,2861.68
Customer 082,2025-05,1045.88
Customer 083,2025-05,1015.24
Customer 085,2025-05,3147.56
Customer 086,2025-05,832.54
Customer 087,2025-05,5154.55
Customer 088,2025-05,1656.65
Customer 089,2025-05,1874.37
Customer 090,2025-05,1460.85
Customer 091,2025-05,2009.96
Customer 092,2025-05,915.97
Customer 093,2025-05,1864.44
Customer 094,2025-05,801.86
Customer 095,2025-05,1509.19
Customer 096,2025-05,2454.24
Customer 097,2025-05,705.97
Customer 098,2025-05,3633.03
Customer 099,2025-05,1260.74
Customer 100,2025-05,5066.78
Customer 101,2025-05,2154.44
Customer 102,2025-05,746.74
Customer 103,2025-05,655.57
Customer 104,2025-05,3399.49
Customer 105,2025-05,4519.86
Customer 106,2025-05,860.81
Customer 107,2025-05,1188.16
Customer 108,2025-05,1390.06
Customer 109,2025-05,521.67
Customer 110,2025-05,1141.72
Customer 111,2025-05,12474.44
Customer 112,2025-05,575.97
Customer 113,2025-05,2315.65
Customer 114,2025-05,3589.75
Customer 115,2025-05,774.58
Customer 116,2025-05,1544.11
Customer 117,2025-05,2004.13
Customer 118,2025-05,4606.45
Customer 119,2025-05,1071.32
Customer 120,2025-05,672.37
Customer 121,2025-05,886.55
Customer 122,2025-05,1063.44
Customer 123,2025-05,1590.14
Customer 124,2025-05,8347.84
Customer 125,2025-05,1973.69
Customer 126,2025-05,1923.07
Customer 127,2025-05,1450.22
Customer 128,2025-05,1271.83
Customer 129,2025-05,826.7
Customer 130,2025-05,446.34
Customer 131,2025-05,3306.85
Customer 132,2025-05,6018.73
Customer 133,2025-05,3161.65
Customer 134,2025-05,986.38
Customer 135,2025-05,2571.46
Customer 136,2025-05,1897.55
Customer 137,2025-05,2615.6
Customer 138,2025-05,2475.64
Customer 139,2025-05,2408.32
Customer 141,2025-05,1059.65
Customer 142,2025-05,3554.8
Customer 143,2025-05,291.03
Customer 144,2025-05,1567.61
Customer 145,2025-05,1241.48
Customer 146,2025-05,1135.01
Customer 147,2025-05,1898.17
Customer 148,2025-05,866.72
Customer 150,2025-05,10451.66
Customer 151,2025-05,1537.47
Customer 152,2025-05,16463.46
Customer 153,2025-05,585.11
Customer 154,2025-05,1273.58
Customer 155,2025-05,7737.66
Customer 156,2025-05,1846.47
Customer 157,2025-05,5234.13
Customer 158,2025-05,2129.39
Customer 159,2025-05,86.23
Customer 160,2025-05,906.51
Customer 161,2025-05,1074.74
Customer 162,2025-05,794.45
Customer 163,2025-05,707.35
Customer 164,2025-05,3178.89
Customer 165,2025-05,1530.35
Customer 166,2025-05,4870.18
Customer 167,2025-05,2699.47
Customer 168,2025-05,627.28
Customer 169,2025-05,1821.0
Customer 170,2025-05,679.39
Customer 171,2025-05,1352.55
Customer 172,2025-05,2939.02
Customer 173,2025-05,2453.28
Customer 174,2025-05,871.29
Customer 175,2025-05,34377.93
Customer 176,2025-05,817.29
Customer 178,2025-05,1170.36
Customer 179,2025-05,1236.16
Customer 180,2025-05,4736.55
Customer 181,2025-05,351.83
Customer 182,2025-05,6008.56
Customer 183,2025-05,8240.16
Customer 184,2025-05,3989.87
Customer 185,2025-05,4882.63
Customer 186,2025-05,1459.82
Customer 187,2025-05,750.52
Customer 188,2025-05,4081.73
Customer 189,2025-05,4861.36
Customer 190,2025-05,920.0
Customer 191,2025-05,756.28
Customer 192,2025-05,17144.81
Customer 193,2025-05,6792.02
Customer 194,2025-05,1129.57
Customer 196,2025-05,1676.23
Customer 197,2025-05,11306.32
Customer 198,2025-05,2479.4
Customer 199,2025-05,434.07
Customer 200,2025-05,301.14
Customer 201,2025-05,1310.65
Customer 203,2025-05,1322.04
Customer 204,2025-05,2340.64
Customer 205,2025-05,808.68
Customer 206,2025-05,1605.01
Customer 207,2025-05,1231.17
Customer 209,2025-05,849.31
Customer 210,2025-05,3790.87
Customer 211,2025-05,3034.2
Customer 212,2025-05,5895.15
Customer 213,2025-05,7450.54
Customer 214,2025-05,6457.42
Customer 215,2025-05,5817.24
Customer 216,2025-05,1148.29
Customer 217,2025-05,2501.85
Customer 218,2025-05,1334.35
Customer 219,2025-05,1508.11
Customer 220,2025-05,5090.57
Customer 221,2025-05,1145.56
Customer 222,2025-05,11125.56
Customer 223,2025-05,926.09
Customer 224,2025-05,7497.0
Customer 225,2025-05,7506.95
Customer 226,2025-05,4379.8
Customer 227,2025-05,1395.75
Customer 228,2025-05,1689.57
Customer 229,2025-05,8044.5
Customer 230,2025-05,333.1
Customer 231,2025-05,1538.62
Customer 232,2025-05,2141.55
Customer 233,2025-05,1328.8
Customer 234,2025-05,844.26
Customer 235,2025-05,1939.44
Customer 236,2025-05,3936.95
Customer 237,2025-05,2803.87
Customer 238,2025-05,701.26
Customer 239,2025-05,2980.68
Customer 240,2025-05,1644.15
Customer 241,2025-05,3272.65
Customer 242,2025-05,2328.33
Customer 243,2025-05,1910.93
Customer 244,2025-05,656.53
Customer 245,2025-05,14178.65
Customer 246,2025-05,2539.4
Customer 247,2025-05,750.46
Customer 248,2025-05,16586.97
Customer 249,2025-05,26213.34
Customer 250,2025-05,3581.45
Customer 251,2025-05,1327.52
Customer 252,2025-05,941.79
Customer 253,2025-05,3741.97
Customer 254,2025-05,4964.58
Customer 255,2025-05,2707.05
Customer 256,2025-05,24905.35
Customer 257,2025-05,6713.09
Customer 258,2025-05,600.38
Customer 259,2025-05,19380.1
Customer 260,2025-05,1361.46
Customer 261,2025-05,1890.26
Customer 262,2025-05,2719.04
Customer 263,2025-05,1140.72
Customer 264,2025-05,2495.74
Customer 265,2025-05,1666.82
Customer 266,2025-05,2647.31
Customer 267,2025-05,5169.09
Customer 268,2025-05,1823.23
Customer 269,2025-05,9650.17
Customer 270,2025-05,576.07
Customer 271,2025-05,1579.34
Customer 272,2025-05,2197.94
Customer 273,2025-05,1216.23
Customer 274,2025-05,13594.19
Customer 275,2025-05,1011.58
Customer 276,2025-05,2701.69
Customer 277,2025-05,4077.38
Customer 278,2025-05,5596.24
Customer 279,2025-05,900.74
Customer 280,2025-05,1429.52
Customer 281,2025-05,929.29
Customer 282,2025-05,2121.72
Customer 284,2025-05,7186.26
Customer 285,2025-05,1662.46
Customer 286,2025-05,2344.79
Customer 287,2025-05,3412.3
Customer 288,2025-05,2170.08
Customer 289,2025-05,740.75
Customer 290,2025-05,1141.88
Customer 291,2025-05,1310.17
Customer 292,2025-05,2247.49
Customer 293,2025-05,2034.81
Customer 294,2025-05,1372.97
Customer 295,2025-05,1386.04
Customer 296,2025-05,745.44
Customer 297,2025-05,1526.03
Customer 298,2025-05,4405.73
Customer 299,2025-05,15516.93
Customer 300,2025-05,1781.19
Customer 301,2025-05,5849.0
Customer 302,2025-05,866.22
Customer 303,2025-05,2602.27
Customer 304,2025-05,540.64
Customer 305,2025-05,3156.21
Customer 306,2025-05,1868.14
Customer 307,2025-05,664.38
Customer 308,2025-05,8445.54
Customer 309,2025-05,2976.23
Customer 310,2025-05,1166.69
Customer 311,2025-05,4548.27
Customer 312,2025-05,1486.33
Customer 313,2025-05,758.03
Customer 314,2025-05,2401.31
Customer 315,2025-05,720.74
Customer 316,2025-05,1115.7
Customer 317,2025-05,3094.16
Customer 318,2025-05,2030.97
Customer 319,2025-05,23235.45
Customer 320,2025-05,610.45
Customer 321,2025-05,709.72
Customer 322,2025-05,3177.99
Customer 323,2025-05,1128.52
Customer 324,2025-05,3430.14
Customer 325,2025-05,486.76
Customer 326,2025-05,4659.21
Customer 327,2025-05,5138.16
Customer 328,2025-05,1781.89
Customer 329,2025-05,3863.63
Customer 330,2025-05,5373.39
Customer 331,2025-05,5188.8
Customer 332,2025-05,1069.72
Customer 333,2025-05,535.58
Customer 334,2025-05,3156.13
Customer 335,2025-05,3508.21
Customer 336,2025-05,1146.1
Customer 337,2025-05,1205.3
Customer 338,2025-05,2780.31
Customer 339,2025-05,1446.23
Customer 340,2025-05,2339.15
Customer 341,2025-05,1697.16
Customer 342,2025-05,907.72
Customer 343,2025-05,6374.32
Customer 344,2025-05,1059.14
Customer 345,2025-05,1437.41
Customer 346,2025-05,1514.62
Customer 347,2025-05,2445.08
Customer 348,2025-05,3312.44
Customer 001,2025-06,547.42
Customer 002,2025-06,848.98
Customer 003,2025-06,994.84
Customer 004,2025-06,2155.75
Customer 005,2025-06,4157.84
Customer 006,2025-06,3539.84
Customer 007,2025-06,1696.8
Customer 008,2025-06,3376.68
Customer 009,2025-06,1309.2
Customer 010,2025-06,1173.31
Customer 011,2025-06,2671.58
Customer 012,2025-06,1357.85
Customer 013,2025-06,4048.65
Customer 014,2025-06,1436.27
Customer 015,2025-06,3630.6
Customer 016,2025-06,6424.4
Customer 017,2025-06,2450.78
Customer 019,2025-06,950.0
Customer 020,2025-06,5298.35
Customer 021,2025-06,1382.47
Customer 022,2025-06,1283.6
Customer 023,2025-06,1162.37
Customer 024,2025-06,9153.12
Customer 025,2025-06,1972.38
Customer 026,2025-06,3750.26
Customer 027,2025-06,5091.63
Customer 028,2025-06,4696.29
Customer 029,2025-06,1651.2
Customer 030,2025-06,6444.07
Customer 031,2025-06,980.29
Customer 032,2025-06,816.16
Customer 034,2025-06,8048.22
Customer 035,2025-06,11661.02
Customer 036,2025-06,4713.11
Customer 037,2025-06,1367.22
Customer 038,2025-06,877.47
Customer 039,2025-06,834.7
Customer 040,2025-06,3040.73
Customer 041,2025-06,31417.07
Customer 042,2025-06,461.08
Customer 043,2025-06,847.31
Customer 044,2025-06,6031.78
Customer 045,2025-06,1004.61
Customer 046,2025-06,1263.19
Customer 047,2025-06,7018.08
Customer 048,2025-06,9279.01
Customer 049,2025-06,24578.62
Customer 050,2025-06,1224.51
Customer 051,2025-06,7126.79
Customer 052,2025-06,1406.48
Customer 053,2025-06,1430.8
Customer 054,2025-06,4728.98
Customer 055,2025-06,2048.54
Customer 056,2025-06,1604.66
Customer 057,2025-06,766.37
Customer 058,2025-06,1616.37
Customer 059,2025-06,3632.53
Customer 060,2025-06,2594.6
Customer 061,2025-06,586.17
Customer 062,2025-06,7504.25
Customer 063,2025-06,1898.2
Customer 064,2025-06,461.17
Customer 065,2025-06,5831.26
Customer 066,2025-06,971.82
Customer 067,2025-06,5007.65
Customer 068,2025-06,980.63
